pl_name,discoverymethod,pl_orbper,pl_eqt,st_spectype,pl_rade,pl_masse,st_radv,st_lumstr,st_mass
OGLE-2018-BLG-1011L b,Microlensing,,,,13.5,5.70E+02,,,0.18
KMT-2018-BLG-0748L b,Microlensing,,,,9.01,6.00E+01,,,0.087
Kepler-1763 b,Transit,1.480280042,1822,,1.14651332,,,0.2742054,1.026
BD+20 594 b,Transit,41.6855,546,G,2.57807,2.22E+01,-20.33638,"<div><span class=supersubNumber"">-0.0555</span><span class=""superscript"">+0.0684</span><span class=""subscript"">-0.0637</span></div>""",1.67
HD 147873 b,Radial Velocity,116.596,,G1 V,12.8,,23.28307,"<div><span class=supersubNumber"">0.777</span><span class=""superscript"">+0.043</span><span class=""subscript"">-0.047</span></div>""",1.38
HIP 113103 c,Transit,14.245648,585,,2.4,,12.845,"<div><span class=supersubNumber"">-0.5762947</span><span class=""superscript"">+0.0157532</span><span class=""subscript"">-0.0170092</span></div>""",0.761
Kepler-1061 b,Transit,2.757982666,1332,,1.98,,,"<div><span class=supersubNumber"">0.087624916</span><span class=""superscript"">+0.020044789</span><span class=""subscript"">-0.017635102</span></div>""",1.09
Kepler-1539 b,Transit,133.3036741,301,,2.7,,,-0.4260693,0.84
Kepler-1995 b,Transit,73.7578875,375,,4.28,,,-0.5555912,0.847
TOI-199 b,Transit,104.854,358,G9 V,9.07927437,5.40E+01,,"<div><span class=supersubNumber"">-0.338</span><span class=""superscript"">+0.005</span><span class=""subscript"">-0.003</span></div>""",0.936
TOI-5398 b,Transit,10.590547,947,G V,10.3,5.87E+01,-9.95,"<div><span class=supersubNumber"">0.11724776</span><span class=""superscript"">+0.01301150</span><span class=""subscript"">-0.01644610</span></div>""",1.146
GJ 3942 b,Radial Velocity,6.905,590,M0,2.57,,-19.37283,-1.12&plusmn;0.10,0.63
HD 110067 f,Transit,41.05854,489,K0.0 V,2.601,5.04E+00,,"<div><span class=supersubNumber"">-0.3622405</span><span class=""superscript"">+0.0074421</span><span class=""subscript"">-0.0116906</span></div>""",0.798
HD 11506 b,Radial Velocity,1617.7,,G0 V,12.9,1.55E+03,-7.53,"<div><span class=supersubNumber"">0.33684622</span><span class=""superscript"">+0.01447270</span><span class=""subscript"">-0.01204932</span></div>""",1.22
Kepler-235 d,Transit,20.060548,401,M0 V,2.05,,,"<div><span class=supersubNumber"">-1.1</span><span class=""superscript"">+0.1</span><span class=""subscript"">-0.1</span></div>""",0.581
OGLE-2017-BLG-1806L b,Microlensing,,,,2.15,5.27E+00,,,0.38
Kepler-1530 d,Transit,9.20761013,972,,3.27870115,,,-0.3108554,1.015
Kepler-661 b,Transit,6.029301321,678,,3.07,,,-0.8141109,0.7
MOA-2011-BLG-028L b,Microlensing,,,,5.99,3.00E+01,,,0.75
MOA-2013-BLG-605L b,Microlensing,,,,1.62,3.24E+00,,,0.024
OGLE-2012-BLG-0406L b,Microlensing,,,,13.2,8.68E+02,,,0.44
KMT-2022-BLG-0440L b,Microlensing,,,,4.05,1.54E+01,,,0.53
Kepler-1076 b,Transit,6.14727918,770,,0.8,,-33.64135,-0.557,0.79
OGLE-2018-BLG-0383L b,Microlensing,,,,2.41,6.40E+00,,,0.1
Kepler-1258 b,Transit,0.984940167,2335,,0.86,,,0.09384002,0.99
Kepler-87 c,Transit,191.2318,403,,6.14,6.40E+00,-9.35,0.3260445,1.1
HD 110067 e,Transit,30.793091,533,K0.0 V,1.94,3.90E+00,,"<div><span class=supersubNumber"">-0.3622405</span><span class=""superscript"">+0.0074421</span><span class=""subscript"">-0.0116906</span></div>""",0.798
HD 110067 c,Transit,13.673694,699,K0.0 V,2.388,6.30E+00,,"<div><span class=supersubNumber"">-0.3622405</span><span class=""superscript"">+0.0074421</span><span class=""subscript"">-0.0116906</span></div>""",0.798
HD 147018 c,Radial Velocity,1008,,G9 V,12.7,,-27.348,"<div><span class=supersubNumber"">-0.1475698</span><span class=""superscript"">+0.0010916</span><span class=""subscript"">-0.0010943</span></div>""",0.927
Kepler-1896 b,Transit,44.87020111,536,,3.09935997,,,0.1738189,1.07
K2-401 b,Transit,6.293099,,K7,2.262,,,"<div><span class=supersubNumber"">-0.8353043</span><span class=""superscript"">+0.0282496</span><span class=""subscript"">-0.0241179</span></div>""",0.87
Kepler-1681 b,Transit,69.8956,442,,2.55321772,,,"<div><span class=supersubNumber"">-0.2932973</span><span class=""superscript"">+0.1124440</span><span class=""subscript"">-0.1521310</span></div>""",0.893
GJ 2126 b,Radial Velocity,272.7,,M0 V,13.6,,,"<div><span class=supersubNumber"">-0.8453</span><span class=""superscript"">+0.0305</span><span class=""subscript"">-0.0328</span></div>""",0.65
HD 1605 b,Radial Velocity,577.2,,K1 IV,13.8,,9.92933,0.81&plusmn;0.05,1.33
Kepler-139 d,Transit,7.305699922,972,,1.695,2.00E+00,,"<div><span class=supersubNumber"">0.015982245</span><span class=""superscript"">+0.011281107</span><span class=""subscript"">-0.017711308</span></div>""",1.078
Kepler-1171 b,Transit,1.44259224,2700,,2.56,,,"<div><span class=supersubNumber"">0.8692168</span><span class=""superscript"">+0.0294068</span><span class=""subscript"">-0.0227860</span></div>""",1.58
Kepler-336 d,Transit,20.678772,749,,2.37,,,0.26,1.09
CoRoT-16 b,Transit,5.35227,,G5 V,13.11,1.70E+02,,"<div><span class=supersubNumber"">-0.43495820</span><span class=""superscript"">+0.04115770</span><span class=""subscript"">-0.04547045</span></div>""",1.098
KMT-2018-BLG-0030L b,Microlensing,,,,13.6,4.61E+02,,,0.51
KMT-2022-BLG-1013L b,Microlensing,,,,12.1,9.85E+01,,,0.18
alf Tau b,Radial Velocity,628.96,,K5 III,12.7,,,2.672&plusmn;0.000,1.13
Kepler-1031 b,Transit,1.22621732,2024,,0.87,,,0.17,1.09
mu Leo b,Radial Velocity,357.8,,K2 III,13.3,,13.6,1.797,1.5
HD 60292 b,Radial Velocity,495.4,,K0 III,12.7,,-12.69981,2.394,1.7
HD 208487 b,Radial Velocity,130.08,,G2 V,14.2,,5.49213,"<div><span class=supersubNumber"">0.24381536</span><span class=""superscript"">+0.00189876</span><span class=""subscript"">-0.00190710</span></div>""",1.13
TOI-4377 b,Transit,4.378081,1162.08,,15.10970598,3.04E+02,12.5544,"<div><span class=supersubNumber"">0.822</span><span class=""superscript"">+0.030</span><span class=""subscript"">-0.033</span></div>""",1.36
Kepler-1533 b,Transit,308.5471,330,,3.46,,,"<div><span class=supersubNumber"">0.6624104</span><span class=""superscript"">+0.0271041</span><span class=""subscript"">-0.0249385</span></div>""",1.31
TOI-2373 b,Transit,13.33668,860,,10.42435205,2.96E+03,,"<div><span class=supersubNumber"">0.05115</span><span class=""superscript"">+0.02183</span><span class=""subscript"">-0.01813</span></div>""",1.041
Kepler-61 b,Transit,59.87756,273,K7 V,2.15,,,"<div><span class=supersubNumber"">-0.971</span><span class=""superscript"">+0.050</span><span class=""subscript"">-0.056</span></div>""",0.635
Kepler-120 c,Transit,12.794585,455,M0 V,1.53,,,-0.6770053,0.654
Kepler-1403 b,Transit,5.19492202,1238,,2.14,,,0.3720803,1.11
TOI-1994 b,Transit,4.0337142,2290,,13.67495645,7.02E+03,,"<div><span class=supersubNumber"">1.22</span><span class=""superscript"">+0.14</span><span class=""subscript"">-0.08</span></div>""",1.86
TOI-2524 b,Transit,7.18585,1100,,11.2089807,2.03E+02,,"<div><span class=supersubNumber"">0.1163</span><span class=""superscript"">+0.0255</span><span class=""subscript"">-0.0222</span></div>""",1.007
KMT-2022-BLG-1790L b,Microlensing,,,,13.5,5.50E+02,,,0.58
HD 108874 c,Radial Velocity,1624,,G5,13.8,,-30.7,"<div><span class=supersubNumber"">-0.00071865677</span><span class=""superscript"">+0.01203407308</span><span class=""subscript"">-0.00809524219</span></div>""",0.95
HD 41004 A b,Radial Velocity,963,,K1/K2 V,13.2,,42.513,-0.293&plusmn;0.067,0.95
Kepler-118 c,Transit,20.17202,564,,7.68,,,-0.3773672,0.811
Kepler-822 b,Transit,3.222969273,1239,,1.77,,,-0.00494908,1.06
TOI-238 c,Radial Velocity,8.465651,696,K2V,2.18,6.70E+00,,"<div><span class=supersubNumber"">-0.4708</span><span class=""superscript"">+0.0123</span><span class=""subscript"">-0.0126</span></div>""",0.79
Kepler-608 b,Transit,6.412515037,1069,,3.64,,,0.04113006,1
HD 181720 b,Radial Velocity,956,,G1 V,14,,-45.3352,0.288,1.03
Kepler-388 c,Transit,13.297004,515,,0.86,,,"<div><span class=supersubNumber"">-0.4393194</span><span class=""superscript"">+0.0846134</span><span class=""subscript"">-0.1051878</span></div>""",0.635
Kepler-900 b,Transit,6.9913086,716,,2.08,,-18.32,-0.6083995,0.78
Kepler-666 b,Transit,4.49876092,1133,,2.4,,,0.1816358,1.03
HIP 91258 b,Radial Velocity,5.0505,,G5 V,13.7,,-9.452,-0.222,0.97
K2-22 b,Transit,0.381073,2100,M0 V,2.3,4.45E+02,,"<div><span class=supersubNumber"">-1.074401</span><span class=""superscript"">+0.010921</span><span class=""subscript"">-0.011203</span></div>""",0.595292
Kepler-1606 b,Transit,196.435224,324,,2.07,,,"<div><span class=supersubNumber"">-0.171</span><span class=""superscript"">+0.125</span><span class=""subscript"">-0.076</span></div>""",0.9
HD 4917 b,Radial Velocity,400.5,,K0 III/IV,13.5,,-11.29503,"<div><span class=supersubNumber"">1.4559088</span><span class=""superscript"">+0.0068816</span><span class=""subscript"">-0.0069924</span></div>""",1.32
MOA-2012-BLG-505L b,Microlensing,,,,2.48,6.70E+00,,,0.1
KMT-2019-BLG-1715L b,Microlensing,,,,13.2,8.14E+02,,,0.61
KMT-2021-BLG-2609L b,Microlensing,,,,3.17,1.02E+01,,,0.2
Kepler-1946 b,Transit,3.035190105,1143,,2.48812698,,,-0.2788463,0.887
HD 142022 A b,Radial Velocity,1928,,G9 IV-V,12.9,1.43E+03,-9.798,0.00432,0.9
2MASS J03590986+2009361 b,Imaging,,2369,,12.2,5.72E+03,,"<div><span class=supersubNumber"">-2.2460</span><span class=""superscript"">+0.1089</span><span class=""subscript"">-0.1457</span></div>""",0.264996
GJ 896 A b,Astrometry,284.39,,M3.5 V,13.3,7.18E+02,,"<div><span class=supersubNumber"">-1.75523</span><span class=""superscript"">+0.09631</span><span class=""subscript"">-0.12394</span></div>""",0.43599
Kepler-1461 b,Transit,29.3494775,451,,2.03,,,-0.6448269,0.79
HD 168009 b,Radial Velocity,15.1479,,G2V,3.05,,-64.9,"<div><span class=supersubNumber"">0.14982301</span><span class=""superscript"">+0.01306724</span><span class=""subscript"">-0.01066293</span></div>""",0.986073
Kepler-361 c,Transit,55.188023,568,,2.52,,,0.4587608,1.191
Kepler-763 b,Transit,1.19655156,1414,,1.22,,,-0.3338968,0.84
HD 98736 b,Radial Velocity,968.8,,G5,13.3,,-3.34718,-0.22&plusmn;0.03,0.92
HD 34445 b,Radial Velocity,1049,,G0 V,13.9,,-79.04146,"<div><span class=supersubNumber"">0.303</span><span class=""superscript"">+0.041</span><span class=""subscript"">-0.046</span></div>""",1.14
GJ 3222 b,Radial Velocity,10.66669,,K0V,3.4,,13.4,"<div><span class=supersubNumber"">-0.252</span> <span class=""superscript"">+0.030</span><span class=""subscript"">-0.032</span> </div>""",0.89
KMT-2021-BLG-0322L b,Microlensing,,,,12.7,2.03E+03,,,0.62
OGLE-2014-BLG-0221L b,Microlensing,,,,12.9,1.38E+03,,,0.69
KMT-2016-BLG-2142L b,Microlensing,,,,12.2,4.92E+03,,,0.073
KMT-2024-BLG-1044L b,Microlensing,,,,2.7,7.75E+00,,,0.069
Kepler-340 b,Transit,14.844387,1092,,2.53,,,"<div><span class=supersubNumber"">0.8674931</span><span class=""superscript"">+0.0298626</span><span class=""subscript"">-0.0320716</span></div>""",1.65
TOI-544 c,Radial Velocity,50.089,,,4.92,,,"<div><span class=supersubNumber"">-0.9004854</span><span class=""superscript"">+0.0362540</span><span class=""subscript"">-0.0212789</span></div>""",0.631
Kepler-311 d,Transit,232.040326,327,,2.05,,,0.1932796,0.974
BD+48 738 b,Radial Velocity,392.6,,K0 III,13.9,,-5.80595,1.69&plusmn;0.33,0.74
Kepler-1307 b,Transit,18.01621096,768,,2.47,,,-0.20496,1.06
HAT-P-55 b,Transit,3.5852313,1367,,14.84069045,1.89E+02,-9.42,"<div><span class=supersubNumber"">0.09656</span><span class=""superscript"">+0.01671</span><span class=""subscript"">-0.01594</span></div>""",1.028
HAT-P-65 b,Transit,2.60544751,1818,G2,18.05766791,1.76E+02,,"<div><span class=supersubNumber"">0.4728</span><span class=""superscript"">+0.0172</span><span class=""subscript"">-0.0179</span></div>""",1.297
Kepler-326 c,Transit,4.580358,889,,1.4,1.74E+01,,-0.1565686,0.91
TOI-2134 b,Transit,9.2292005,666,K5 V,2.69,9.13E+00,,"<div><span class=supersubNumber"">-0.717</span><span class=""superscript"">+0.018</span><span class=""subscript"">-0.018</span></div>""",0.744
OGLE-2014-BLG-0319L b,Microlensing,,,M,14.1,1.81E+02,,,0.52
KMT-2019-BLG-0371L b,Microlensing,,,,12.6,2.45E+03,,,0.09
Kepler-132 b,Transit,6.178196,1082,,1.21,,,0.211,0.929
OGLE-2017-BLG-1237L b,Microlensing,,,,13,1.21E+03,,,0.46
MOA-bin-29 b,Microlensing,,,,14.1,1.90E+02,,,0.03
2MASS J21252752-8138278 b,Imaging,,1616,,12.4,3.81E+03,,"<div><span class=supersubNumber"">-1.16815</span><span class=""superscript"">+0.09286</span><span class=""subscript"">-0.11827</span></div>""",0.643977
Kepler-707 b,Transit,2.237492751,1160,,1.33,,,-0.5013996,0.8
Kepler-262 b,Transit,13.060855,734,,1.36,,,-0.139878,0.816
Kepler-265 c,Transit,17.028937,755,,2.63,,,0.005482525,0.97
HD 18143 b,Radial Velocity,10.2851,,K2,3.28,,32.5,"<div><span class=supersubNumber"">-0.3195334</span><span class=""superscript"">+0.0120876</span><span class=""subscript"">-0.0106624</span></div>""",0.85
Kepler-1572 b,Transit,5.49548621,1293,,0.94,,,0.3726534,0.97
Kepler-352 c,Transit,16.332995,591,,1.24,,-5.8662,"<div><span class=supersubNumber"">-0.4323484</span><span class=""superscript"">+0.0235820</span><span class=""subscript"">-0.0193570</span></div>""",0.798
Kepler-278 c,Transit,51.111,492,K2 III-IV,3.268,3.49E+01,-46.98,"<div><span class=supersubNumber"">0.649</span><span class=""superscript"">+0.052</span><span class=""subscript"">-0.059</span></div>""",1.227
WASP-157 b,Transit,3.951623,1193,G2 V,11.19,1.82E+02,-21.9522,"<div><span class=supersubNumber"">0.079338649</span><span class=""superscript"">+0.026948313</span><span class=""subscript"">-0.016596513</span></div>""",1.06
KMT-2023-BLG-0469L b,Microlensing,,,,7.04,3.94E+01,,,0.47
KMT-2021-BLG-0192L b,Microlensing,,,,6.56,3.50E+01,,,0.27
KMT-2016-BLG-2364L b,Microlensing,,,,13,1.25E+03,,,0.5
KMT-2018-BLG-1988L b,Microlensing,,,,2.22,5.56E+00,,,0.47
Kepler-400 c,Transit,17.340824,755,,1.49,,,0.152,1.08
HATS-2 b,Transit,1.35413379,1550,K,12.57647635,4.35E+02,,"<div><span class=supersubNumber"">-0.268</span> <span class=""superscript"">+0.046</span><span class=""subscript"">-0.051</span> </div>""",0.904
K2-391 b,Transit,4.622654,,G7,1.371,,,"<div><span class=supersubNumber"">0.3914244</span><span class=""superscript"">+0.0291051</span><span class=""subscript"">-0.0278673</span></div>""",0.757
Kepler-1683 b,Transit,15.0337,669,,1.87477762,,,-0.1976253,0.95
Kepler-1634 b,Transit,374.876239,282,,3.19,,,-0.2650745,0.92
Kepler-122 b,Transit,5.766193,1159,,2.34,,,0.2699321,0.982
BD+60 1417 b,Imaging,,1303,K0,14.68376472,4.77E+03,-10.15,0.35595&plusmn;0.01021,1
GJ 9827 c,Transit,3.648103,715.94,K7 V,1.13,1.86E+00,31.94888,"<div><span class=supersubNumber"">-1.00</span><span class=""superscript"">+0.04</span><span class=""subscript"">-0.04</span></div>""",0.62
LTT 3780 b,Transit,0.76837931,903,M3.5 V,1.325,2.46E+00,0.27,"<div><span class=supersubNumber"">-1.78</span><span class=""superscript"">+0.05</span><span class=""subscript"">-0.06</span></div>""",0.381
TOI-1273 b,Transit,4.631296,1211,,11.09689089,7.06E+01,,"<div><span class=supersubNumber"">0.0294</span><span class=""superscript"">+0.0040</span><span class=""subscript"">-0.0041</span></div>""",1.06
TOI-1347 c,Transit,4.841962,1000,,1.6,6.40E+00,,"<div><span class=supersubNumber"">-0.26</span><span class=""superscript"">+0.02</span><span class=""subscript"">-0.02</span></div>""",0.913
Kepler-271 d,Transit,5.24972541,954,,0.66,,,"<div><span class=supersubNumber"">-0.2531884</span><span class=""superscript"">+0.0167959</span><span class=""subscript"">-0.0139185</span></div>""",0.9
OGLE-2017-BLG-1275L b,Microlensing,,,,12.8,1.88E+03,,,0.63
GJ 273 c,Radial Velocity,4.7234,,M3.5,1.06,,18.4086,"<div><span class=supersubNumber"">-2.06</span><span class=""superscript"">+0.24</span><span class=""subscript"">-0.60</span></div>""",0.29
KMT-2021-BLG-0748L b,Microlensing,,,,14.3,1.43E+02,,,0.36
Kepler-446 c,Transit,3.036179,520,M4,1.11,,-118,"<div><span class=supersubNumber"">-2.2477</span><span class=""superscript"">+0.0963</span><span class=""subscript"">-0.1240</span></div>""",0.22
KMT-2023-BLG-1642L b,Microlensing,,,,13.8,3.43E+02,,,0.17
MOA-2010-BLG-117L b,Microlensing,,,,14.2,1.70E+02,,,0.58
HD 22532 b,Radial Velocity,872.6,,G8 III/IV,13.4,,,"<div><span class=supersubNumber"">1.274</span><span class=""superscript"">+0.008</span><span class=""subscript"">-0.008</span></div>""",1.57
Kepler-235 c,Transit,7.824904,555,M0 V,1.28,,,"<div><span class=supersubNumber"">-1.1</span><span class=""superscript"">+0.1</span><span class=""subscript"">-0.1</span></div>""",0.581
HD 2039 b,Radial Velocity,1120,,G2/G3 IV/V,12.7,,8.4,"<div><span class=supersubNumber"">0.19389679</span><span class=""superscript"">+0.00169784</span><span class=""subscript"">-0.00170450</span></div>""",1.23
Kepler-20 d,Transit,77.611455,430,,2.606,1.34E+01,-20.9269,"<div><span class=supersubNumber"">-0.1645077</span><span class=""superscript"">+0.0124069</span><span class=""subscript"">-0.0144158</span></div>""",0.929
Kepler-697 b,Transit,3.709870645,1151,,4.13,,,-0.02543282,0.92
Kepler-99 b,Transit,4.60358,810,,1.48,6.15E+00,-22.99859,"<div><span class=supersubNumber"">-0.5854473</span><span class=""superscript"">+0.0289866</span><span class=""subscript"">-0.0208677</span></div>""",0.79
Kepler-1835 b,Transit,11.96409988,808,,3.53387773,,,0.07828531,0.922
Kepler-1555 b,Transit,8.10501635,959,,1.61,,,0.3893281,1.04
Kepler-783 c,Transit,7.05395,840,,2.33153725,,,-0.2309171,0.94
HD 38529 c,Radial Velocity,2127.60566,,G4 IV,12.5,3.30E+03,30.27195,"<div><span class=supersubNumber"">0.8342008</span><span class=""superscript"">+0.0089802</span><span class=""subscript"">-0.0099062</span></div>""",0.98
HD 219139 b,Radial Velocity,275.5,,G5 III,14,,,"<div><span class=supersubNumber"">1.795</span><span class=""superscript"">+0.048</span><span class=""subscript"">-0.037</span></div>""",1.46
KMT-2018-BLG-1990L b,Microlensing,,,M,12.9,1.11E+02,,,0.094
K2-247 c,Transit,6.49424,688,,2.19,,,"<div><span class=supersubNumber"">-0.88154043</span><span class=""superscript"">+0.00820287</span><span class=""subscript"">-0.00836079</span></div>""",0.74
TOI-904 b,Transit,10.8772,429.43,,2.426,,,"<div><span class=supersubNumber"">-1.3</span><span class=""superscript"">+0.1</span><span class=""subscript"">-0.1</span></div>""",0.557
TOI-904 c,Transit,83.9997,217.26,,2.167,,,"<div><span class=supersubNumber"">-1.3</span><span class=""superscript"">+0.1</span><span class=""subscript"">-0.1</span></div>""",0.557
TOI-4860 b,Transit,1.5227591,694,M3.5 V,8.7,8.67E+01,,"<div><span class=supersubNumber"">-1.84</span><span class=""superscript"">+0.06</span><span class=""subscript"">-0.07</span></div>""",0.34
OGLE-2014-BLG-1722L b,Microlensing,,,,8.59,5.53E+01,,,0.4
KMT-2016-BLG-1820L b,Microlensing,,,,12.9,1.45E+03,,,0.039
PSR B1620-26 b,Pulsar Timing,,,,13.3,7.95E+02,,,1.35
OGLE-2007-BLG-349L AB c,Microlensing,2557,,M,10.7,8.00E+01,,,0.41
Kepler-1851 b,Transit,12.02289963,776,,3.90012032,,,0.06006558,0.967
Kepler-1104 b,Transit,5.03728015,1321,,1.23,,-31.17697,"<div><span class=supersubNumber"">0.5143874</span><span class=""superscript"">+0.0294231</span><span class=""subscript"">-0.0273540</span></div>""",1.3
LHS 1678 c,Transit,3.694284,510.9,M2.0 V,0.941,1.40E+00,11.4667,"<div><span class=supersubNumber"">-1.84</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.01</span></div>""",0.345
Kepler-1901 b,Transit,3.484129906,1132,,1.47418907,,,-0.003154242,1.022
Kepler-860 b,Transit,5.101379454,1050,,3.24,,,-0.157264,1.04
LHS 1140 b,Transit,24.73723,226,M4.5 V,1.73,5.60E+00,-13.23,"<div><span class=supersubNumber"">-2.4</span><span class=""superscript"">+0.0</span><span class=""subscript"">-0.0</span></div>""",0.1844
LHS 1140 c,Transit,3.77794,422,M4.5 V,1.272,1.91E+00,-13.23,"<div><span class=supersubNumber"">-2.4</span><span class=""superscript"">+0.0</span><span class=""subscript"">-0.0</span></div>""",0.1844
Kepler-1604 b,Transit,0.683684256,2023,,1.41,,,-0.5270718,0.81
Kepler-804 b,Transit,14.37457351,779,,1.94,,,0.04955951,1.01
HD 28471 d,Radial Velocity,11.681,945,G5 V,2.06,,,"<div><span class=supersubNumber"">0.061674847</span><span class=""superscript"">+0.010486013</span><span class=""subscript"">-0.011908757</span></div>""",0.98
